"","5-Fluorouracil","ABT737","Acetalax","Afatinib","Afuresertib","AGI-5198","AGI-6780","Alisertib","Alpelisib","AMG-319","AT13148","Axitinib","AZ6102","AZ960","AZD1208","AZD1332","AZD2014","AZD3759","AZD4547","AZD5153","AZD5363","AZD5438","AZD5582","AZD5991","AZD6482","AZD6738","AZD7762","AZD8055","AZD8186","BI-2536","BIBR-1532","BMS-345541","BMS-536924","BMS-754807","Bortezomib","Buparlisib","Camptothecin","Carmustine","Cediranib","Cisplatin","Crizotinib","Cyclophosphamide","Cytarabine","CZC24832","Dabrafenib","Dactinomycin","Dactolisib","Daporinad","Dasatinib","Dihydrorotenone","Dinaciclib","Docetaxel","Doramapimod","Elephantin","Entinostat","Entospletinib","Epirubicin","EPZ004777","EPZ5676","Erlotinib","Fludarabine","Foretinib","Fulvestrant","Gallibiscoquinazole","Gefitinib","Gemcitabine","GNE-317","GSK1904529A","GSK2578215A","GSK2606414","GSK269962A","GSK343","GSK591","I-BET-762","I-BRD9","Ibrutinib","Ipatasertib","Irinotecan","IWP-2","JQ1","KU-55933","Lapatinib","LCL161","Leflunomide","LGK974","Linsitinib","LJI308","Luminespib","LY2109761","MG-132","MIM1","MIRA-1","Mirin","Mitoxantrone","MK-1775","MK-2206","MK-8776","ML323","MN-64","Navitoclax","Nelarabine","Nilotinib","Niraparib","NU7441","Nutlin-3a (-)","NVP-ADW742","Obatoclax Mesylate","OF-1","Olaparib","OSI-027","Osimertinib","OTX015","Oxaliplatin","P22077","Paclitaxel","Palbociclib","PCI-34051","PD0325901","PD173074","Pevonedistat","PF-4708671","PFI3","Pictilisib","PLX-4720","Podophyllotoxin bromide","PRIMA-1MET","PRT062607","Pyridostatin","Rapamycin","Ribociclib","RO-3306","Ruxolitinib","RVX-208","Sabutoclax","Sapitinib","Savolitinib","SB216763","SB505124","SCH772984","Selumetinib","Sepantronium bromide","Sinularin","Sorafenib","Staurosporine","Talazoparib","Tamoxifen","Taselisib","Telomerase Inhibitor IX","Temozolomide","Teniposide","Topotecan","Tozasertib","Trametinib","Ulixertinib","UMI-77","Uprosertib","VE-822","VE821","Venetoclax","Vinblastine","Vincristine","Vinorelbine","Vorinostat","VX-11e","Wee1 Inhibitor","WEHI-539","WIKI4","Wnt-C59","WZ4003","XAV939","YK-4-279","ZM447439","Zoledronate"
"SKMEL24",5.835807,4.131221,7.033156,2.963687,1.842158,4.725807,4.395689,1.316403,4.844055,5.762818,3.582584,NA,1.963732,3.220699,6.196945,3.91385,2.707302,3.415549,3.305085,1.100926,2.717208,2.489516,3.335594,6.37488,NA,4.419381,1.9225,NA,4.083349,NA,5.31411,4.675354,3.547724,NA,-2.36251,1.968512,-2.96794,6.011261,2.113503,3.240777,2.665068,5.843743,1.682061,4.719179,0.369797,-2.451165,-0.520252,-0.554019,1.661579,1.276599,-2.761256,-2.1709295,NA,4.540075,3.762704,3.780349,-0.65706,5.643967,6.269882,3.928684,3.991157,1.065997,4.033907,2.757052,3.887301,-1.35731,4.332613,5.064616,5.65977,3.7085,NA,3.079578,5.43049,2.988103,4.720997,3.849037,3.701642,1.891882,2.582893,NA,NA,2.387112,4.980468,5.674598,5.030908,5.692144,4.812936,-3.720776,5.937063,-0.66167,4.641496,5.553534,5.375453,0.952513,3.116215,3.154464,4.848824,4.849893,5.579929,4.086378,5.822204,3.983855,4.51303,NA,3.437162,2.483472,0.554901,5.23084,5.208901,NA,2.726609,1.679355,5.793262,5.999744,-0.621487,3.969557,5.16232,-1.370734,5.026663,2.308495,NA,5.855738,2.024144,1.585293,0.532204,6.238633,2.276882,5.761254,-3.516082,NA,NA,5.816586,4.851323,0.34653,5.393748,3.452972,NA,NA,1.813172,1.882225,-2.916299,4.277995,4.050971,-1.934337,4.731303,3.443852,2.616174,2.517308,6.294236,0.38412,-0.755636,NA,-0.665782,2.901656,2.618513,1.411131,5.132421,5.255069,3.020056,-1.428869,1.477801,-2.808249,3.409756,2.139178,3.997311,4.669556,3.449778,3.524382,1.74573,5.451035,4.201717,NA,4.39815
"SKMEL5",6.797381,NA,6.965028,2.326703,NA,NA,4.218553,4.797429,4.626709,NA,NA,NA,NA,3.451436,4.594336,5.222223,1.186843,NA,NA,1.670886,NA,2.911333,-1.183723,5.540779,NA,NA,NA,NA,NA,NA,NA,4.910379,NA,NA,NA,NA,-2.567593,6.837537,NA,NA,4.60415,NA,NA,5.759272,NA,-1.966268,NA,NA,NA,-0.803936,-1.728402,-0.147799,NA,3.027976,1.436702,3.955193,NA,5.370432,5.205871,NA,5.811645,NA,5.454255,2.86422,NA,NA,NA,4.89911,NA,4.931173,NA,2.983287,NA,4.678623,NA,5.926595,NA,2.564183,3.608923,NA,NA,NA,5.642663,5.61083,4.583485,4.518283,NA,1.841007,4.813707,NA,NA,NA,4.475274,2.910924,NA,NA,NA,4.68987,5.038427,NA,6.526934,NA,4.361216,NA,NA,NA,-0.531448,3.724297,NA,5.900802,NA,3.7152,5.0773125,NA,NA,NA,5.614224,-1.673743,NA,NA,NA,5.542367,NA,2.909027,-0.066825,3.208524,4.710555,NA,NA,NA,NA,5.097937,5.57604,-0.475816,5.417607,NA,NA,NA,1.079998,1.379334,NA,4.474202,NA,NA,NA,NA,3.551931,NA,NA,0.706671,0.384208,NA,NA,NA,NA,3.85201,4.600826,NA,NA,NA,-2.183395,NA,NA,NA,NA,NA,NA,4.627227,2.137872,4.558342,NA,NA,4.353713
"SKMES1",7.038605,2.558756,6.672649,0.680979,5.567001,5.652159,4.95172,2.247596,4.96873,3.634805,3.197566,NA,2.954988,2.24826,6.090066,4.281532,2.078587,1.808766,4.456172,2.994573,4.383389,3.32597,2.868662,6.086148,NA,2.919898,0.441223,NA,3.150511,NA,4.668328,5.286649,2.398597,NA,-2.621076,1.716634,-2.863123,6.944781,2.006985,3.633211,4.070267,5.9242,1.545932,4.8937,2.744262,-2.6929,-0.529629,NA,-0.217961,1.82419,-0.496373,-3.2074855,NA,6.070659,3.65611,4.545286,0.086927,6.072389,5.881843,1.326556,4.299361,1.532213,4.463021,3.610472,2.042296,-0.904876,1.098591,4.744339,4.888243,3.485109,NA,3.564152,4.711777,3.363485,5.31321,2.459957,5.490538,2.843555,3.625705,NA,NA,2.782811,5.417715,5.778664,5.654835,5.139241,4.006251,-2.860625,5.744795,-0.698868,5.690694,5.941505,5.609756,1.476514,1.180218,4.925832,1.832227,5.443467,5.896801,2.967011,6.522448,4.849576,5.674139,NA,5.558332,2.772221,1.859608,5.085859,4.30488,NA,1.00132,3.180006,6.12631,5.373051,-0.034832,4.518823,4.114115,-0.081624,4.907538,1.397164,NA,4.857752,1.01531,4.169204,-0.178962,7.032957,3.565201,2.882191,-3.220333,NA,NA,5.842428,5.255114,0.614539,2.456895,2.694194,NA,NA,2.169388,3.565131,-4.53174,4.730755,2.71399,-4.115398,3.210268,4.557782,2.433284,1.552547,6.976436,0.337169,0.727049,NA,-0.679895,2.4640085,2.419113,3.9030895,4.171485,2.968469,2.922127,-2.509724,-1.558411,-3.979474,2.928108,2.196108,3.358844,3.767951,3.472319,4.173817,2.753428,5.076743,3.857509,NA,3.901698
"SKMM2",3.977351,-5.090628,5.803175,3.133781,1.990339,4.847409,3.5637,-2.518519,2.91452,4.527966,5.034101,NA,3.512033,0.009821,5.84323,5.773628,5.841949,3.087745,2.197279,1.948909,3.045031,0.464201,1.557481,-1.076651,NA,4.676467,1.910557,NA,4.253387,NA,3.956301,3.263708,2.630248,NA,-5.182902,2.122331,-3.770258,6.203714,3.491133,2.668083,2.366042,5.102853,2.356795,4.937051,2.983824,-3.5489155,-0.699425,-4.332548,2.777448,-3.08051,-3.374688,-3.659511,NA,2.68825,0.524529,4.40627,1.135699,5.191523,4.878251,3.450082,1.127048,2.62602,3.438498,2.604506,3.501422,2.913571,1.525915,5.266383,4.636112,2.719596,NA,2.585226,5.109916,2.748617,2.267112,5.110296,3.312808,0.519452,2.576438,NA,NA,4.241766,4.93565,3.2652,2.926565,2.546978,5.078522,-2.19486,5.070773,-2.098869,4.545681,5.062368,4.237786,-4.860797,3.239548,2.430924,4.416636,2.638665,4.352292,NA,5.464381,3.95998,2.641414,NA,5.201801,2.141973,0.494429,0.893479,4.924395,5.06627,2.392106,1.964497,2.689719,4.19345,-1.13123,3.926694,2.643242,1.310388,3.993852,-0.349678,NA,4.827741,2.386195,4.879302,-1.55084,3.045084,4.980185,4.529011,-1.160623,NA,NA,4.039844,4.135167,-2.022837,4.404191,2.726228,NA,NA,4.185504,6.22384,-1.325664,3.900043,2.53611,-1.472522,5.11086,2.503982,2.058826,1.740378,6.152967,-4.196797,-2.706003,NA,3.056117,3.104103,4.579607,2.8269155,0.444405,5.080034,-6.564767,-1.139919,-3.971947,0.50569,0.539012,3.878549,3.777665,5.072999,5.104293,2.390905,4.377011,3.463721,5.537925,NA,3.048248
"SKNAS",4.28185,3.811658,6.531931,1.960222,3.456602,5.850392,4.839365,-0.354987,4.223805,5.6863,5.57777,NA,3.523884,1.190838,6.143522,6.106357,4.20382,2.7926,2.832543,0.727579,4.33541,2.801549,2.89672,2.294351,NA,1.236331,-0.765276,NA,5.624593,NA,5.898595,2.991992,2.788658,NA,-5.276203,0.040587,-2.487864,6.046492,2.969843,3.77345,2.163434,5.745185,1.00063,5.736791,5.49603,-3.151345,-1.464615,-4.444836,2.077754,0.96309,-3.361974,-3.36972,NA,3.09607,2.006516,4.566179,-0.465989,4.359389,4.808343,3.863918,5.295618,1.369641,4.103366,1.832627,4.185067,2.908678,1.158042,3.553908,5.64602,5.678388,NA,3.140535,4.469011,2.286308,4.991466,5.96416,5.614576,2.550617,1.823198,NA,NA,4.997869,3.563363,4.76936,3.639901,3.390735,5.502534,-2.584996,5.81832,-2.159868,4.288592,5.978586,3.655623,-0.453452,-0.271839,4.333467,1.602028,5.418068,5.879239,2.943749,6.278506,3.851233,2.825327,NA,5.56748,4.967664,1.187044,5.925663,5.329007,NA,3.556772,2.167345,5.539966,5.311324,-3.100319,2.679671,3.956065,-1.883866,4.219077,2.374191,NA,5.854205,2.03013,5.552423,-1.580507,2.316767,3.985085,4.401789,-0.852747,NA,NA,3.986323,5.067607,0.085788,4.852505,3.287477,NA,NA,0.152268,1.513481,-3.399931,2.668426,3.155376,-2.130145,4.393798,4.29109,3.530222,-0.479074,6.733074,0.449777,-1.303946,NA,-1.935449,1.3411635,3.063,4.099603,2.314307,5.207289,2.962531,-4.625945,-1.732286,-2.64371,1.145152,3.419609,1.004639,5.361315,4.304585,5.634284,5.432326,3.128877,1.485421,NA,4.368433
"SKNDZ",3.854239,0.310973,6.514116,1.759822,2.838183,4.355189,4.730209,-2.54506,4.196115,4.92669,3.83269,NA,2.109366,1.158825,3.103567,3.332154,1.156477,2.308906,1.442114,1.904878,3.170843,1.517501,4.292412,2.440913,NA,0.590214,-0.914936,NA,2.996112,NA,2.491403,4.597986,0.938789,NA,-5.241021,0.375934,-4.267147,5.676067,1.768183,1.815263,3.821409,4.103968,-0.908644,5.423316,3.062007,-3.8528935,-1.486648,NA,2.429223,3.149793,-2.365426,-5.2958915,NA,2.272375,0.380714,4.938783,-2.240447,4.783201,5.278311,1.1366,4.898392,-0.100927,3.9243765,2.226103,2.559849,-2.616461,1.044565,2.299931,3.772838,3.536791,NA,3.130285,4.104213,4.424512,5.457325,5.469603,3.895813,1.156403,2.453046,NA,NA,2.366371,4.742372,4.939402,4.926532,1.573682,4.500412,-3.301596,3.467825,-1.698301,5.422179,5.465103,3.705933,-1.558439,-1.262573,2.672014,1.664767,4.983731,5.391923,-0.59097,6.0745,2.563824,2.447662,NA,4.244189,1.42852,0.653516,4.442672,2.728427,NA,1.618677,3.884585,4.1753555,2.583105,-1.978212,2.632977,3.418543,0.804234,2.607016,-0.643358,NA,5.470811,1.718971,4.024363,-1.350893,2.131657,3.265823,3.285878,-1.362579,NA,NA,4.709941,4.657034,-2.786668,4.420435,1.193382,NA,NA,3.770294,5.386365,-0.797393,2.756987,1.685217,-3.185273,1.899242,2.216127,2.790707,-0.200043,5.782714,-0.30222,-1.103389,NA,1.913318,2.9665245,3.726275,3.5234775,0.487512,2.894844,1.745724,-5.14679,-2.296512,-3.138568,0.491283,5.396539,0.038796,2.2965,4.202639,4.531997,2.286028,5.157209,1.106261,NA,3.428039
"SKNFI",6.757237,3.094272,NA,2.040089,2.096161,4.660391,NA,NA,1.976687,5.373052,4.410633,NA,2.509597,NA,NA,NA,NA,2.947334,3.86215,NA,3.404279,NA,NA,NA,NA,1.90407,0.142986,NA,3.696312,NA,4.659137,NA,0.306579,NA,-4.836891,0.320223,-2.010414,NA,1.559106,3.159986,NA,5.038687,1.967476,NA,4.322938,-2.801828,-0.633524,-4.668467,3.995483,NA,NA,-2.803704,NA,NA,NA,NA,0.796448,4.353107,5.521629,3.38251,NA,0.227588,2.583876,NA,3.353715,2.782165,1.096487,4.792515,5.16607,NA,NA,NA,5.066393,NA,4.228309,NA,4.006037,2.540334,NA,NA,NA,5.030847,NA,NA,5.018405,1.841316,3.805128,-2.856462,NA,-0.93843,5.39585,5.164486,NA,NA,0.222096,3.250964,3.309862,NA,NA,2.47517,NA,4.012541,NA,NA,6.110952,1.790418,NA,NA,4.094757,NA,1.54377,NA,5.045385,5.369708,-0.419277,2.756651,NA,-0.207142,3.627918,3.772699,NA,NA,1.88609,3.884722,NA,NA,NA,4.73371,-2.783566,NA,NA,NA,NA,NA,4.600197,2.84455,NA,NA,1.698693,NA,2.360763,NA,2.44114,-2.461565,4.319931,4.039067,1.459504,-0.385,6.43538,NA,NA,NA,-1.124795,1.4791755,2.476877,3.13792,NA,4.905826,1.743999,-3.694742,NA,-0.868157,1.074781,2.566681,-0.258529,3.977272,5.077463,NA,NA,NA,0.856936,NA,NA
"SKNSH",5.224862,-1.418216,NA,2.375647,1.830821,3.945014,NA,NA,2.303614,5.162362,3.090371,NA,2.12111,NA,NA,NA,NA,2.301501,3.180686,NA,3.211963,NA,NA,NA,NA,2.046572,0.403614,NA,2.770761,NA,5.576055,NA,0.456669,NA,-4.410636,1.045236,-2.89981,NA,1.512691,2.980874,NA,5.837258,3.783393,NA,4.175992,-4.057112,-0.089324,-5.061722,2.628263,NA,NA,-4.044488,NA,NA,NA,NA,-0.590837,5.4777,6.152766,3.967019,NA,0.045738,3.399724,NA,4.037953,0.119128,0.165625,5.100051,3.79667,NA,NA,NA,4.181688,NA,5.79258,NA,3.741774,1.41253,NA,NA,NA,2.271409,NA,NA,4.57507,2.852674,5.225672,-3.29108,NA,-1.554316,5.53648,5.767945,NA,NA,1.049786,2.980952,3.046622,NA,NA,2.458478,NA,4.729203,NA,NA,1.68819,0.938443,NA,NA,2.913865,NA,2.094924,NA,3.073944,3.650317,0.03355,4.344644,NA,2.647293,4.123693,3.372006,NA,NA,1.30201,4.898435,NA,NA,NA,4.440278,-2.765728,NA,NA,NA,NA,NA,4.038961,3.280327,NA,NA,3.970831,NA,-2.00224,NA,2.096941,-2.91057,0.283757,3.900443,0.843563,-0.806294,5.971468,NA,NA,NA,0.494667,2.977336,2.383575,2.232043,NA,4.09481,0.643931,-1.893026,NA,-3.616798,2.108598,3.29806,2.143703,1.717375,3.18561,NA,NA,NA,1.821226,NA,NA
"SKOV3",4.690067,4.965319,8.258315,1.554273,2.353168,5.551955,6.798217,5.340442,3.109995,6.637748,5.2733,NA,4.556762,4.51931,6.616333,6.693283,3.937376,3.562655,4.831966,0.862537,2.613033,5.536408,-4.507237,7.088993,NA,2.953694,0.995493,NA,3.523003,NA,6.836509,6.705199,3.985186,NA,-3.592172,1.874396,-1.186707,8.106921,4.449209,5.140274,5.595876,6.470935,3.397216,7.101389,5.481711,-2.0948375,-0.842354,-4.159856,0.776534,2.224792,-0.195633,-1.473846,NA,7.044674,3.773183,4.717283,0.050659,6.416612,7.21681,2.568727,5.84972,2.720526,5.4971655,4.197241,3.119055,1.974241,0.541369,7.131521,6.549289,4.611508,NA,4.400828,7.198381,3.962403,6.112473,4.981564,3.073675,3.101154,4.133293,NA,NA,2.889546,4.302778,4.896868,6.288037,6.09365,7.348172,-1.009211,7.137068,-0.915021,4.756486,6.98703,4.96399,0.320895,1.19181,2.997899,4.656077,7.490797,6.641989,6.96201,6.655491,6.175032,4.909839,NA,7.254365,6.515725,5.05943,6.498518,6.260071,NA,0.646627,3.07859,7.074044,7.026792,0.720272,5.705969,5.930694,3.080011,6.211789,4.919384,NA,6.443499,1.728246,4.762791,0.942002,6.948728,4.903193,3.661433,-1.011286,NA,NA,5.362467,6.882974,3.422032,2.464472,4.092836,NA,NA,4.554041,5.337884,-4.664361,5.306807,6.409545,-2.434724,3.447949,4.503507,0.707932,2.161352,7.933287,1.957241,1.280238,NA,2.569938,5.5955595,4.523396,2.6687585,6.37984,6.160608,2.614795,-2.147821,0.827347,-1.033583,2.671352,5.650818,3.50068,4.785637,5.894661,6.725272,6.316334,5.754615,3.881627,NA,5.583489
"SKPNDW",3.253336,3.36898,2.761498,2.22421,0.876181,3.716347,3.058975,-2.56563,3.3796,3.752911,4.938685,NA,1.966922,-0.081347,3.547254,2.129446,0.402709,2.635146,1.249341,0.274694,1.468577,1.082782,0.891376,-1.957706,NA,-0.50675,-2.27841,NA,2.989244,NA,4.595035,2.192208,2.437733,NA,-5.076066,0.586106,-4.720396,5.859999,1.796954,0.915941,0.910731,4.673325,-1.464568,4.613516,4.670047,-4.8419755,-2.739469,0.309609,3.016961,0.76935,-4.014724,-5.576207,NA,2.252056,-0.179254,2.704536,-3.200763,4.115215,4.990407,2.679933,3.34668,-0.167832,2.1930525,2.377563,2.713203,-0.55823,-0.217435,3.105997,3.198187,2.782048,NA,1.911745,3.254747,2.288723,2.998068,3.498793,2.078435,-0.290856,1.373018,NA,NA,2.590879,4.231138,4.206342,3.8429,2.104598,4.098228,-2.941807,3.947479,-1.075483,3.264687,4.156976,3.130049,-3.422693,-0.452638,2.066298,0.095519,3.756418,4.118275,3.210251,5.396798,1.93005,1.583032,NA,4.058371,2.213447,-0.346046,2.272548,3.54402,NA,1.858177,2.309562,2.538337,4.639219,-5.359627,3.73109,3.257968,0.247931,3.557564,-1.536615,NA,4.348791,1.001935,3.619596,-2.560473,2.710352,1.645323,2.783818,-2.396662,NA,NA,3.258577,3.876258,-1.301863,4.145788,1.982293,NA,NA,3.476368,5.383382,-4.82,3.557414,2.522931,-3.231582,-0.671321,3.532234,1.480252,0.531444,5.530112,-2.676371,-2.635992,NA,2.334656,3.5442275,2.251671,1.8475935,0.155222,2.299329,1.458762,-5.858151,-4.799538,-3.540136,1.272563,3.295172,0.57265,3.907515,3.967871,3.459646,4.398567,3.477937,0.317031,NA,2.771457
"SKUT1",4.381907,3.141608,3.525971,2.169003,2.818772,5.011326,4.449582,1.194384,3.365732,3.856224,4.839158,NA,2.119087,2.121745,5.442726,3.932052,2.47931,2.873202,3.932044,1.711608,3.594396,1.593273,3.259007,4.627623,NA,1.23575,-0.767803,NA,4.676762,NA,4.800846,4.515385,3.725809,NA,-5.005085,1.611682,-3.332248,5.67141,4.42339,2.551798,2.839643,5.347645,-0.699665,5.403328,4.336214,-3.086661,-1.218796,-5.904853,1.707851,0.817773,-2.369583,-2.596469,NA,2.81998,3.802167,2.946272,-1.006169,5.733993,5.740536,2.989659,3.582509,1.84234,3.2162345,2.995961,3.819735,-3.802729,1.243382,3.533579,5.003396,4.281628,NA,3.021484,3.782262,3.951203,4.300215,5.056127,3.253859,1.84255,2.943885,NA,NA,3.403093,5.255257,5.308831,3.695861,4.535619,5.15575,-3.251204,5.362374,-1.671994,3.47906,5.434096,4.186703,0.628335,0.176135,3.690491,0.731045,4.505137,4.39013,1.700009,6.053724,3.228495,4.247322,NA,4.726134,5.185067,1.82593,3.631563,4.664757,NA,3.131511,2.406001,4.92795,5.427781,-3.191528,4.794546,4.556164,1.219791,4.128915,-0.822683,NA,5.4152,1.589656,4.7633,-1.211673,3.166197,4.554409,2.594796,-0.813488,NA,NA,5.175751,4.175075,-0.391403,5.097835,2.855135,NA,NA,3.884787,5.24647,-3.24027,3.822431,2.35616,-2.434753,3.318724,4.047063,2.145442,-0.271214,4.785593,-0.568079,-0.307508,NA,2.480047,3.6317105,2.448468,3.493192,2.491622,3.492433,2.178901,-4.692018,-1.655777,-3.275641,2.203472,3.320578,0.857357,3.941954,3.62437,3.564622,4.188014,5.186998,2.350955,NA,3.468746
"SNGM",4.52286,1.886331,3.792336,1.400795,2.981867,4.601513,3.705504,1.373762,3.349999,4.478806,1.857544,NA,1.222233,1.58469,5.096365,2.984462,3.180417,2.050994,3.337685,2.776069,2.362408,0.637975,-2.622688,4.178988,NA,0.116551,-0.314625,NA,4.203592,NA,4.227827,4.450058,2.395104,NA,-5.133799,1.469335,-1.811575,5.394662,1.642774,3.862428,3.103412,4.004733,0.912114,4.554228,2.967315,-2.885656,0.085122,-5.269625,-0.525478,1.320771,-3.664596,-5.3922375,NA,2.487375,3.562253,3.621701,-1.761657,5.058389,5.001191,2.520654,5.334884,1.44087,3.6154415,2.166084,3.133513,-3.509864,1.115492,3.451405,4.125396,2.922919,NA,2.438487,4.803226,4.509737,4.173551,3.740697,3.223135,3.384112,2.521303,NA,NA,3.287032,4.20378,6.118759,3.661723,4.462921,3.607275,-2.193668,4.81798,-1.737602,3.223497,4.60501,4.748661,1.730248,0.275344,3.45584,2.013725,4.460636,4.416017,2.680046,5.335326,3.415792,3.035636,NA,2.57436,4.385147,1.241703,2.841988,4.462733,NA,1.3993,3.147939,3.5936075,4.259281,-4.752083,3.619853,4.172841,1.156356,3.707317,0.76501,NA,4.719784,1.371807,2.800304,-1.391336,2.77985,3.278329,4.164251,-1.419319,NA,NA,4.117057,4.735265,-1.312808,2.467284,2.548018,NA,NA,2.733942,5.207601,-5.131512,2.857054,2.438455,-4.210259,3.128204,3.671371,1.647121,-0.991592,5.818368,0.643539,1.071355,NA,1.129211,2.9849005,3.952712,3.2234755,2.153829,2.118333,1.535589,-5.671799,-3.843173,-5.165397,2.047279,2.230983,1.783324,1.723037,3.658632,4.293809,3.273317,3.482882,1.174714,NA,3.021738
"SNU1040",5.724786,NA,4.638101,0.642952,NA,NA,5.752503,1.768448,5.062294,NA,NA,NA,NA,4.401775,5.457145,5.143844,2.78831,NA,4.075604,2.672016,NA,3.879096,2.051587,1.192654,NA,NA,-0.472345,0.966242,NA,NA,NA,3.620406,NA,1.932437,NA,NA,0.754433,6.421136,NA,NA,2.177635,NA,NA,5.87061,5.165012,-2.225599,NA,NA,NA,0.10261,-2.938097,-1.920656,NA,3.841753,3.423189,4.382087,NA,5.784972,5.833401,NA,5.906503,NA,4.182461,2.138952,NA,NA,NA,5.154678,NA,3.379524,NA,3.399808,NA,3.810607,NA,4.229548,NA,5.207791,3.059142,NA,NA,NA,5.828887,6.226274,4.48261,4.614298,NA,0.165037,4.959787,-1.684456,NA,NA,6.017693,2.852017,0.030014,2.682233,NA,5.076305,5.458587,0.256859,6.278728,NA,5.699862,NA,4.90362,NA,2.903036,3.843762,5.260362,5.029114,NA,2.573863,5.496043,NA,NA,4.062927,5.073425,1.761364,NA,NA,NA,5.782555,NA,5.813446,-0.22082,5.928502,4.943872,NA,NA,NA,NA,5.909511,5.757528,0.24959,3.64433,NA,6.718473,3.75021,2.576529,4.119076,NA,4.19081,NA,-2.039745,NA,NA,2.420391,NA,NA,2.179361,3.179832,NA,0.538909,NA,NA,1.763989,5.223916,NA,NA,NA,-1.446091,-4.039008,NA,NA,NA,NA,NA,5.032583,5.086472,4.474996,NA,NA,4.303848
"SNU16",2.6644,1.33753,NA,0.919911,1.855907,3.902942,NA,NA,3.027239,4.372558,NA,NA,NA,NA,NA,NA,NA,2.259843,-4.258326,NA,2.208356,NA,NA,NA,NA,0.026851,-1.951208,NA,4.273286,NA,3.095233,NA,-0.285911,NA,-5.704411,0.140909,-3.358669,NA,-2.003335,1.753347,NA,4.396581,-0.404953,NA,2.802831,-5.615075,-2.331882,NA,1.669787,NA,NA,-6.662677,NA,NA,NA,NA,-3.012474,2.700174,4.688651,2.755615,NA,-2.181395,2.00566,NA,2.86712,-4.076556,0.446738,2.713089,3.862622,NA,NA,NA,NA,NA,2.22397,NA,2.431255,0.642654,NA,NA,NA,1.563403,NA,NA,2.812969,1.86975,NA,-1.79701,NA,-2.150268,3.730695,4.263988,NA,NA,-0.648097,2.439986,2.510944,NA,NA,NA,NA,1.87552,NA,NA,4.84876,1.592765,NA,NA,2.514041,NA,0.770181,NA,1.329631,4.277683,-5.737335,1.557385,NA,0.962091,-2.539216,-0.727526,NA,NA,1.776217,2.274499,NA,NA,NA,1.772809,NA,NA,NA,NA,NA,NA,4.026254,2.385367,NA,NA,2.374741,NA,-2.684097,NA,0.668199,-4.244902,2.018593,1.875235,2.642942,0.723462,3.810731,NA,NA,NA,0.327011,1.910429,3.493507,NA,NA,NA,0.774832,-6.353286,NA,NA,0.94835,NA,1.301002,4.355685,2.799786,NA,NA,NA,0.137196,NA,NA
"SNU175",2.883979,1.74866,1.73934,0.696727,2.279134,4.129554,3.494925,-1.048112,3.300677,4.669309,3.409053,NA,1.561789,2.259522,4.719595,3.265256,1.320933,0.378032,2.131741,0.443985,3.092994,2.07987,1.232099,0.793309,NA,2.49023,0.389361,1.461266,3.008588,NA,4.992423,2.520473,1.479275,-1.472276,-4.214042,0.407601,-3.412054,5.75695,1.573576,1.233198,1.074029,4.788659,-1.967374,4.96448,4.890586,-5.490911,-1.134584,NA,2.432268,-0.722736,-3.905949,-6.308791,NA,2.213274,1.535003,2.532384,-2.361639,5.197122,5.413719,0.668268,3.411054,-0.75388,2.6924875,1.520514,1.07865,0.589319,0.653199,2.638506,4.598396,3.91809,NA,2.78997,3.572807,1.900086,3.566483,3.691047,2.583294,2.091942,2.784846,NA,NA,2.098997,4.855643,5.060953,3.817176,2.294897,4.039479,-1.816631,4.336333,-1.187571,2.312632,5.102646,3.193154,0.502292,-0.446352,2.093807,2.732732,3.836681,4.859695,1.818051,4.554104,3.679719,3.723261,NA,1.481187,2.407403,1.109676,3.725243,3.776282,4.817747,-0.282183,1.618397,2.6067925,4.037094,-4.249227,1.212899,4.997627,-1.53968,3.890708,-0.60807,NA,5.065423,0.5431,5.145801,-1.605828,3.812706,2.578802,2.75072,-2.642196,NA,NA,4.988469,3.554561,-1.680057,1.369428,1.442873,4.049538,1.654876,0.223826,2.556474,-2.966241,2.64213,2.04493,-4.215399,2.624668,3.840443,1.362077,0.875696,4.915863,0.67686,-0.33266,NA,-0.472622,1.24878,3.708222,1.21349,3.939468,2.530533,1.652608,-6.072786,-5.087215,-5.828635,1.22901,1.512623,2.568146,4.825109,3.583184,3.966994,3.681967,5.061525,1.562264,NA,2.963321
